砦			隣接同盟								隣接君主								★								
砦	★	制圧	北西	北	北東	南西	南	南東	西	東	北西	北	北東	南西	南	南東	西	東	北西	北	北東	南西	南	南東	西	東	
北東砦242(286,287)	2	-																	2	2	4	2	4	6	2	5
北東砦241(282,241)	2	-																	4	1	4	2	4	1	3	3
北東砦240(289,202)	2	-																	5	6	1	2	4	1	1	4
北東砦239(290,155)	3	-																	1	3	2	2	2	4	5	1
北東砦238(290,114)	3	-																	2	3	6	3	2	1	2	3
北東砦237(289,66)	1	-						それいけヨシヒコ								くぅ(｡･3･｡)			4	2	1	3	2	1	1	8
北東砦236(283,23)	3	-																	1	3	5	1	3	3	2	4
南東砦242(284,-19)	1	-																	2	8	5	4	2	1	4	3
南東砦243(286,-68)	2	-																	6	1	3	3	1	2	1	2
南東砦244(289,-114)	1	-		それいけヨシヒコ								とものり							6	1	5	5	5	4	6	3
南東砦245(284,-154)	1	-																	4	2	2	3	3	2	4	4
南東砦246(283,-194)	4	-					それいけヨシヒコ			それいけヨシヒコ					PORI			PORI	3	2	8	6	1	1	2	3
南東砦247(287,-244)	3	-		それいけヨシヒコ		それいけヨシヒコ						THIARIN♪		THIARIN♪					3	2	4	2	7	4	1	6
南東砦248(289,-289)	3	-				それいけヨシヒコ	それいけヨシヒコ		それいけヨシヒコ					三十二	三十二		ヴァイキング		5	4	3	2	2	5	2	4
南東砦249(283,-330)	3	-			それいけヨシヒコ								ふ～みそ。						2	4	1	6	4	4	3	5
南東砦250(282,-370)	1	-		それいけヨシヒコ			それいけヨシヒコ			それいけヨシヒコ		☆栗★			☆栗★			☆栗★	2	2	2	5	1	2	5	3
南東砦251(282,-418)	4	-																	1	4	2	3	3	6	4	4
南東砦252(290,-463)	1	-		それいけヨシヒコ								えりおら							1	2	4	4	3	2	3	4
南東砦253(284,-503)	2	それいけヨシヒコ								それいけヨシヒコ								とものり	3	5	2	1	3	3	1	2
南東砦254(282,-552)	1	-	朱雀	朱雀	朱雀	朱雀	朱雀	朱雀	朱雀	朱雀	十刃	ボリノークサマーン	アーク	アーク	骨屋	骨屋	yassi	ボリノークサマーン	2	3	1	1	1	6	1	1
南東砦255(287,-593)	1	それいけヨシヒコ				それいけヨシヒコ		竜平会		竜平会				たんたん		キム〜		みっしぇる	5	3	6	6	1	2	1	4
南東砦256(288,-635)	2	-						それいけヨシヒコ								はる			5	1	4	2	2	2	1	5
南東砦257(285,-684)	2	-	それいけヨシヒコ								あしゅ								4	6	3	3	6	5	2	2
南東砦258(290,-725)	2	-		それいけヨシヒコ								破戒僧							2	2	1	2	2	3	3	5
南東砦259(282,-767)	3	-	それいけヨシヒコ								とる猫								1	6	8	4	5	5	4	2
北東砦235(260,748)	5	-	鴨葱R-18同盟	鴨葱R-18同盟	鴨葱R-18同盟	鴨葱R-18同盟	鴨葱R-18同盟	鴨葱R-18同盟	鴨葱R-18同盟	鴨葱R-18同盟	すず音	すず音	キー太	akd	redeyes	すず音	でっしー	すず音	1	2	2	6	3	2	2	2
北東砦234(263,702)	1	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	美狼	美狼	美狼	ぷにょ	美狼	美狼	美狼	美狼	4	5	2	2	5	3	2	1
北東砦233(265,664)	4	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部		替天行道総本部	替天行道総本部	美狼	美狼	美狼	美狼	ピカチュ２		美狼	美狼	1	2	1	1	5	8	3	3
北東砦232(262,619)	1	替天行道総本部								FOXHOUDN								el-falcon	2	1	2	3	4	4	3	2
北東砦231(265,568)	2	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	soccer	soccer	ケツフクカミ	ケツフクカミ	ケツフクカミ	ケツフクカミ	ケツフクカミ	ケツフクカミ	5	4	3	5	5	1	1	6
北東砦230(261,529)	2	-	Mabuhay！！	Mabuhay！！	Mabuhay！！	Mabuhay！！	Mabuhay！！	Mabuhay！！	Mabuhay！！	Mabuhay！！	カタリナ	月兎	カタリナ	まりあ姫	冴羽獠	にんにーく	月兎	フルーツ・オレ	3	1	5	1	5	2	1	2
北東砦229(261,487)	5	-	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	万連×蒼風×KJT龍	ビュコック	テンダー	ばかうけリズム	ばね	バブキチ	かいじゅう	ビュコック	バブキチ	3	1	1	1	4	3	5	2
北東砦228(266,436)	2	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	セヴンス	セヴンス	セヴンス	セヴンス	セヴンス	セヴンス	セヴンス	セヴンス	3	1	2	5	1	3	4	2
北東砦227(263,394)	2	-		替天行道総本部			替天行道総本部		替天行道総本部			脇役商会			ぽきーる		脇役商会		6	2	4	4	1	5	3	3
北東砦226(260,350)	1	-																	2	3	1	2	3	1	4	3
北東砦225(264,309)	1	-	替天行道総本部	替天行道総本部		替天行道総本部			替天行道総本部		ショップオーナー	もちぐま		情弱			李登輝		1	1	3	1	6	1	0	4
北東砦224(266,265)	4	-																	3	1	1	9	3	4	2	3
北東砦223(265,216)	4	-																	2	5	2	4	2	3	4	6
北東砦222(267,179)	2	-							替天行道総本部								斑目貘		5	6	3	5	1	1	0	3
北東砦221(266,130)	2	-																	6	2	3	2	3	6	4	3
北東砦220(260,88)	1	-	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	ハンター錠二	ハンター錠二	ハンター錠二	ハンター錠二	ハンター錠二	くぅ(｡･3･｡)	ハンター錠二	ハンター錠二	2	5	3	4	0	1	4	5
北東砦219(268,40)	5	-						それいけヨシヒコ		それいけヨシヒコ						皇潤		皇潤	4	2	4	3	2	2	4	1
南東砦3(266,-4)	2	-																	8	5	4	2	1	4	7	1
南東砦225(261,-41)	1	-																	4	1	4	1	1	3	2	2
南東砦226(261,-92)	2	-																	5	2	2	4	2	2	3	8
南東砦227(263,-129)	5	-							それいけヨシヒコ								とものり		4	2	2	2	2	3	3	4
南東砦228(263,-178)	3	-																	2	2	2	5	3	4	2	5
南東砦229(263,-222)	1	-					それいけヨシヒコ			それいけヨシヒコ					PORI			PORI	4	3	3	5	3	4	2	3
南東砦230(266,-261)	1	-					それいけヨシヒコ			それいけヨシヒコ					グアルディオラ			THIARIN♪	2	5	4	4	1	4	4	1
南東砦231(266,-306)	4	-			それいけヨシヒコ			それいけヨシヒコ		それいけヨシヒコ			三十二			三十二		三十二	2	4	7	1	4	4	1	1
南東砦232(261,-353)	3	-	それいけヨシヒコ								ふ～みそ。								3	4	5	2	2	4	4	5
南東砦233(266,-395)	1	-																	3	3	4	2	4	4	1	2
南東砦234(265,-439)	1	-																	6	2	1	2	2	1	4	1
南東砦235(264,-484)	1	それいけヨシヒコ			それいけヨシヒコ								えりおら						2	5	2	3	4	1	3	5
南東砦236(266,-526)	2	-	鬼哭商会		鬼哭商会					鬼哭商会	シェイクリフ		シェイクリフ					sout	3	4	1	4	5	7	4	3
南東砦237(262,-575)	2	-						それいけヨシヒコ								たかな			3	3	2	2	3	1	4	4
南東砦238(265,-619)	1	それいけヨシヒコ						それいけヨシヒコ		それいけヨシヒコ						はる		はる	1	2	2	2	1	2	2	4
南東砦239(262,-659)	1	それいけヨシヒコ	それいけヨシヒコ					それいけヨシヒコ		それいけヨシヒコ	獅子狗					BECK♪		BECK♪	3	6	2	2	2	3	3	0
南東砦240(265,-706)	2	-				それいけヨシヒコ								破戒僧					4	2	3	1	5	4	4	2
南東砦241(267,-749)	1	それいけヨシヒコ																	4	3	2	2	1	4	3	4
北東砦218(245,771)	1	-	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	★ゴン太王国★	ユッチ	puck	puck	たく77	たく77	たく77	ロック	ロック	2	2	1	0	2	2	3	8
北東砦217(245,725)	3	-	鴨葱R-18同盟	鴨葱R-18同盟	鴨葱R-18同盟	鴨葱R-18同盟	鴨葱R-18同盟	鴨葱R-18同盟	鴨葱R-18同盟	鴨葱R-18同盟	れん	redeyes	でっしー	でっしー	でっしー	でっしー	キー太	でっしー	2	5	5	3	5	5	2	4
北東砦216(241,684)	3	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	ピカチュ２	ピカチュ２	ピカチュ２	ピカチュ２	ピカチュ２	ピカチュ２	ピカチュ２	ピカチュ２	1	4	5	2	1	1	1	3
北東砦215(240,638)	1	FOXHOUDN				FOXHOUDN				FOXHOUDN				折耳				ムリエンテス	3	2	2	3	1	1	1	7
北東砦214(238,592)	2	FOXHOUDN	FOXHOUDN		万連×蒼風×KJT龍	FOXHOUDN			FOXHOUDN	★ゴン太王国★	Shibainu		じい	Shibainu			Shibainu	りくとん	6	1	1	3	2	2	6	2
北東砦213(241,547)	2	-	大阪北摂連合【17】		大阪北摂連合【17】	大阪北摂連合【17】	大阪北摂連合【17】	大阪北摂連合【17】	大阪北摂連合【17】	大阪北摂連合【17】	Ｓａｍ♪		Ｓａｍ♪	Ｓａｍ♪	なおじい	なおじい	Ｓａｍ♪	Ｓａｍ♪	1	5	1	3	1	1	2	1
北東砦212(243,505)	3	-	Mabuhay！！	Mabuhay！！	Mabuhay！！	Mabuhay！！	Mabuhay！！	Mabuhay！！	Mabuhay！！	Mabuhay！！	ちょうび	ちょうび	ちょうび	たけち～	ちょうび	ちょうび	たけち～	ちょうび	1	1	3	2	5	5	2	3
北東砦211(242,463)	2	替天行道総本部					替天行道総本部			替天行道総本部					佐々木監督			セヴンス	5	3	1	3	0	4	5	2
北東砦210(244,417)	1	-																	2	4	5	2	2	4	5	2
北東砦209(239,371)	2	-																	2	5	3	3	2	3	3	8
北東砦208(245,331)	3	-																	5	2	7	1	3	3	2	4
北東砦207(239,285)	4	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	ばびぶべいびー	ばびぶべいびー	ばびぶべいびー	ばびぶべいびー	ばびぶべいびー	斑目貘	ばびぶべいびー	ばびぶべいびー	4	3	3	2	3	1	8	1
北東砦206(244,240)	3	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	恵比寿大黒	恵比寿大黒	恵比寿大黒	恵比寿大黒	恵比寿大黒	恵比寿大黒	ナイトレイ	恵比寿大黒	2	6	1	4	5	2	2	2
北東砦205(240,200)	4	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	Bonmori	Bonmori	Bonmori	Bonmori	Bonmori	Bonmori	斑目貘	Bonmori	3	3	2	2	3	3	2	5
北東砦204(244,153)	1	-				替天行道総本部								旅人Ｍ					5	4	6	2	5	7	3	5
北東砦203(245,106)	5	-	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	ハンター錠二	ハンター錠二	ハンター錠二	ハンター錠二	ハンター錠二	くぅ(｡･3･｡)	ハンター錠二	ハンター錠二	2	4	5	1	2	2	4	4
北東砦202(241,64)	1	-		それいけヨシヒコ					それいけヨシヒコ			ハンター錠二					ハンター錠二		3	2	5	2	4	4	1	4
北東砦201(246,22)	3	-																	2	4	4	3	1	1	4	3
南東砦207(238,-25)	3	-																	1	3	4	2	2	2	3	2
南東砦208(240,-68)	2	-																	3	2	3	4	3	4	1	3
南東砦209(246,-111)	1	-																	2	3	7	5	8	7	4	4
南東砦210(243,-150)	1	-								それいけヨシヒコ								とものり	4	1	2	3	1	6	4	3
南東砦211(244,-197)	2	-		それいけヨシヒコ			それいけヨシヒコ		それいけヨシヒコ			nwo			nwo		nwo		4	3	6	3	7	1	2	2
南東砦212(242,-246)	2	-							それいけヨシヒコ								獅子狗		6	5	4	3	8	3	2	5
南東砦213(243,-289)	3	-					それいけヨシヒコ			それいけヨシヒコ					MP01			MP01	3	5	3	3	4	1	3	4
南東砦214(240,-330)	1	-																	2	4	4	1	1	3	6	2
南東砦215(240,-377)	2	-		それいけヨシヒコ		それいけヨシヒコ			それいけヨシヒコ			ふ～みそ。		ふ～みそ。			ふ～みそ。		2	1	4	0	6	2	1	4
南東砦216(240,-418)	1	-																	2	5	3	3	3	4	2	1
南東砦217(238,-465)	4	-				それいけヨシヒコ								マイセン					5	4	1	3	3	6	3	3
南東砦218(241,-505)	5	-	それいけヨシヒコ			それいけヨシヒコ			それいけヨシヒコ		北新地			北新地			北新地		6	1	5	3	4	2	4	3
南東砦219(239,-554)	4	-	ひぽまろん	ひぽまろん	ひぽまろん	ひぽまろん	ひぽまろん	ひぽまろん	ひぽまろん	ひぽまろん	まきむら	赤とんぼ	ばじる	まきむら	まきむら	まきむら	赤とんぼ	ばじる	2	1	5	3	2	5	1	4
南東砦220(246,-590)	1	-	ひぽまろん	ひぽまろん	ひぽまろん	ひぽまろん	ひぽまろん	ひぽまろん	ひぽまろん	ひぽまろん	ばじる	ばじる	ばじる	ばじる	赤とんぼ	ばじる	ばじる	ばじる	3	2	3	2	2	2	2	3
南東砦221(245,-638)	3	それいけヨシヒコ					それいけヨシヒコ		それいけヨシヒコ						獅子狗		獅子狗		3	5	1	1	2	1	2	1
南東砦222(244,-686)	2	それいけヨシヒコ		それいけヨシヒコ								HighRoad							5	2	4	2	2	1	3	6
南東砦223(246,-725)	1	それいけヨシヒコ	それいけヨシヒコ								とる猫								3	1	3	7	2	2	1	2
南東砦224(246,-770)	3	-				それいけヨシヒコ								ユミ					5	2	3	1	3	1	4	5
北東砦200(224,750)	1	鴨葱R-18同盟					鴨葱R-18同盟		鴨葱R-18同盟						広開土王		広開土王		2	1	6	4	3	3	9	5
北東砦199(220,702)	1	鴨葱R-18同盟	鴨葱R-18同盟			鴨葱R-18同盟	鴨葱R-18同盟			鴨葱R-18同盟	虎之介			シングル	キー太			キー太	0	3	2	0	2	3	3	1
北東砦198(221,663)	2	-	えれきてる	えれきてる	えれきてる	えれきてる	えれきてる	えれきてる	えれきてる	えれきてる	ぐし	ぐし	いあたいむ	アルスラーン☆	いあたいむ	ぐし	ぐし	ぐし	5	1	3	2	2	5	3	2
北東砦197(222,620)	2	替天行道総本部		替天行道総本部				替天行道総本部		替天行道総本部		ゼンシン				旅人Ｍ		旅人Ｍ	3	1	3	5	1	5	1	9
北東砦196(218,573)	1	FOXHOUDN	FOXHOUDN		FOXHOUDN				FOXHOUDN	FOXHOUDN	猫美		猫美				猫美	あぴんくる	5	1	2	5	4	3	5	1
北東砦195(223,525)	4	-							FOXHOUDN								だめぽ		2	3	6	3	2	2	1	5
北東砦194(218,480)	1	-	FOXHOUDN								だめぽ								2	2	1	5	5	1	3	1
北東砦193(224,443)	2	-	替天行道総本部								ゆういち								1	5	5	4	4	4	3	1
北東砦192(218,397)	2	-																	4	6	1	1	1	2	3	5
北東砦191(221,352)	5	-			替天行道総本部		替天行道総本部			替天行道総本部			綸子		綸子			綸子	3	6	2	6	2	6	3	2
北東砦190(223,307)	1	-			替天行道総本部					替天行道総本部			CRONO					智屋	3	2	1	2	4	3	1	2
北東砦189(217,265)	1	-								替天行道総本部								もちぐま	5	2	2	2	4	2	2	1
許昌(220,220)	8	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	ぷにょ	ぷにょ	ぷにょ	ぷにょ	ぷにょ	ぷにょ	ぷにょ	ぷにょ	9	4	9	1	4	9	6	8
北東砦188(221,175)	3	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	旅人Ｍ	旅人Ｍ	旅人Ｍ	旅人Ｍ	旅人Ｍ	旅人Ｍ	旅人Ｍ	旅人Ｍ	6	2	4	4	2	5	5	6
北東砦187(218,129)	4	-	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	替天行道総本部	ナイトレイ	ナイトレイ	ナイトレイ	ナイトレイ	ナイトレイ	ナイトレイ	ナイトレイ	ナイトレイ	6	6	6	3	2	1	2	2
北東砦186(223,88)	1	-		替天行道総本部					替天行道総本部	それいけヨシヒコ		ナイトレイ					ナイトレイ	くぅ(｡･3･｡)	5	8	5	7	3	4	0	3
北東砦185(224,41)	3	-																	2	1	6	5	5	3	3	4
北東砦647(221,4)	1	-																	1	6	2	3	4	5	4	2
南東砦191(217,-47)	2	-																	2	2	3	5	4	5	2	1
南東砦192(221,-92)	3	-																	1	2	3	5	2	8	7	6
南東砦193(221,-132)	3	-																	3	5	3	1	2	7	2	3
南東砦194(218,-178)	3	-				それいけヨシヒコ								とものり					6	2	2	2	1	2	4	3
襄陽(220,-220)	8	-	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	花栄	花栄	花栄	花栄	花栄	花栄	花栄	花栄	4	0	4	1	5	1	2	5
南東砦195(217,-264)	1	-								それいけヨシヒコ								えくぼは恋の落とし穴	2	4	4	6	6	4	4	3
南東砦196(220,-308)	1	-					それいけヨシヒコ			それいけヨシヒコ					MP01			MP01	4	4	6	3	1	7	6	3
南東砦197(223,-352)	2	-																	1	4	3	2	4	1	4	2
南東砦198(221,-395)	1	-																	3	3	5	1	1	2	1	2
南東砦199(220,-440)	3	-																	7	3	6	1	2	3	3	1
南東砦200(219,-482)	3	-					それいけヨシヒコ								名簿屋				1	3	2	3	2	6	4	5
南東砦201(218,-526)	2	-		それいけヨシヒコ		それいけヨシヒコ			それいけヨシヒコ			北新地		北新地			北新地		2	1	1	1	6	4	3	2
南東砦202(223,-575)	3	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	それいけヨシヒコ	ごみ	ごみ	ごみ	ごみ	ごみ	獅子狗	ごみ	ごみ	4	4	5	4	2	0	1	3
南東砦203(221,-617)	2	-	うるる	うるる	うるる	うるる	うるる	うるる	うるる	うるる	うるる	うるる	うるる	うるる	うるる	うるる	うるる	うるる	0	1	2	3	3	1	2	1
南東砦204(222,-664)	1	それいけヨシヒコ		それいけヨシヒコ					それいけヨシヒコ			あまてらす					破戒僧		6	4	5	4	1	1	2	5
南東砦205(224,-707)	1	それいけヨシヒコ	それいけヨシヒコ								とる猫								2	2	4	3	5	1	4	4
